Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes),NORAD_CAT_ID,SATCAT_OBJECT_TYPE,SATCAT_OPS_STATUS,SATCAT_RCS,SATCAT_DECAY_DATE
962,1975-097A,(STACIONAR),USSR,1975-10-08,Investigation of the upper atmosphere and outer space.,in GSO,/osoindex/data/documents/ru/a/aac.105inf.333.html,T,-24 degrees East (?),,------,,,,35846.0,35774.0,2.84,1437.29,8357,PAY,,3.981,
961,1975-095A,,USSR,1975-10-01,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.333.html,T,------,1975-10-15,------,,,,301.0,170.0,71.35,89.21,8345,PAY,D,,1975-10-15
960,1975-094A,,USSR,1975-09-30,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.333.html,T,------,,------,,,,780.0,764.0,74.06,100.29,8343,PAY,,2.9864,
959,1975-093A,,USSR,1975-09-29,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,1975-10-02,------,,,,300.0,196.0,51.8,89.46,8338,PAY,D,,1975-10-02
D2B,1975-092A,,France,1975-09-27,Study of solar and stellar ultraviolet radiation. 1. Spectral analysis of small and large sources located close to the plane of the ecliptic. 2. Study of the solar ultraviolet radiation and its absorption by the Earth's atmosphere,decayed,/osoindex/data/documents/fr/st/stsgser.e468.html,T,------,1982-09-30,Originally registered in A/AC.105/INF.337,,,,187.0,184.0,37.13,88.21,8332,PAY,D,1.9372,1982-09-30
958,1975-090A,,USSR,1975-09-25,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,1975-10-08,------,,,,223.0,210.0,81.34,88.83,8327,PAY,D,,1975-10-08
957,1975-089A,,USSR,1975-09-24,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1207.0,1164.0,82.96,109.11,8325,PAY,,2.5108,
956,1975-088A,,USSR,1975-09-23,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,1975-10-05,------,,,,299.0,201.0,72.83,89.5,8322,PAY,D,,1975-10-05
955,1975-087A,METEOR 1-22,USSR,1975-09-18,Acquisition of meteorological information needed for use in the operational weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,904.0,795.0,81.26,101.92,8293,PAY,,4.0482,
947,1975-086A,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1481.0,1399.0,74.01,114.67,8285,PAY,,0.6916,
950,1975-086D,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1526.0,1478.0,74.01,116.03,8288,PAY,,0.6968,
948,1975-086B,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1484.0,1437.0,74.01,115.12,8286,PAY,,0.673,
949,1975-086C,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1509.0,1474.0,74.01,115.8,8287,PAY,,0.7006,
953,1975-086G,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1486.0,1456.0,74.01,115.34,8291,PAY,,0.6821,
951,1975-086E,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1551.0,1477.0,74.01,116.29,8289,PAY,,0.642,
952,1975-086F,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1483.0,1418.0,74.01,114.9,8290,PAY,,0.6695,
954,1975-086H,,USSR,1975-09-17,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,,------,,,,1491.0,1470.0,74.01,115.56,8292,PAY,,0.6694,
946,1975-085A,,USSR,1975-09-16,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,1975-09-30,------,,,,335.0,171.0,64.96,89.56,8281,PAY,D,,1975-09-30
945,1975-084A,,USSR,1975-09-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.327.html,T,------,1975-09-23,------,,,,270.0,227.0,62.81,89.47,8275,PAY,D,,1975-09-23
944,1975-081A,,USSR,1975-09-09,Operation of the long-range telephone and telegraph radio-communications system in the USSR; transmission of USSR central television programmes to stations in the Orbita network and international co-operation,in orbit,"/osoindex/data/documents/ru/a/aac.105inf.327.html, /osoindex/data/documents/ru/a/aac.105inf.327corr.1.html",T,------,,------,,,,38097.0,2003.0,64.43,712.63,8195,PAY,,16.4429,
943,1975-080A,,USSR,1975-09-05,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,1975-09-25,------,,,,277.0,164.0,67.28,88.91,8191,PAY,D,,1975-09-25
942,1975-079A,,USSR,1975-09-02,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,1986-11-19,------,,,,1868.0,107.0,63.68,104.85,8187,PAY,D,20.8284,1985-11-19
941,1975-078A,,USSR,1975-08-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,1975-09-09,------,,,,310.0,165.0,62.83,89.25,8147,PAY,D,,1975-09-09
940,1975-076A,,USSR,1975-08-22,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,1992-11-05,------,,,,155.0,144.0,81.19,87.47,8127,PAY,D,20.1,1992-11-05
939,1975-074A,,USSR,1975-08-14,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,,------,,,,1004.0,965.0,82.91,104.79,8072,PAY,,1.9419,
938,1975-073A,,USSR,1975-08-13,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.326.html,T,------,1975-08-26,------,,,,345.0,169.0,71.37,89.65,8069,PAY,D,,1975-08-26
937,1975-071A,,USSR,1975-07-31,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,1975-08-13,------,,,,300.0,164.0,62.82,89.14,8059,PAY,D,,1975-08-13
936,1975-069A,,USSR,1975-07-24,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,1981-02-28,------,,,,158.0,146.0,65.79,87.52,8043,PAY,D,4.19,1981-02-28
935,1975-068A,,USSR,1975-07-23,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,1975-08-04,------,,,,308.0,195.0,62.82,89.53,8040,PAY,D,,1975-08-04
934,1975-067A,,USSR,1975-07-17,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,1977-09-29,------,,,,190.0,176.0,70.99,88.15,8036,PAY,D,1.1111,1977-09-29
933,1975-065A,(ASTP),USSR,1975-07-15,Experimental flight under the Soyuz-Apollo programme.,recovered,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,1975-07-21,------,,,,220.0,210.0,51.77,88.8,8030,PAY,D,,1975-07-21
932,1975-064A,,USSR,1975-07-11,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,,------,,,,873.0,841.0,81.28,102.07,8026,PAY,,4.5425,
931,1975-063A,,USSR,1975-07-08,"Operation of the long-range telephone and telegraph radiocommunications system in the USSR, transmission of the USSR television programmes to stations in the Orbita network and international co-operation.",decayed,/osoindex/data/documents/ru/a/aac.105inf.323.html,T,------,2018-09-12,------,,,,306.0,50.0,61.91,88.05,8015,PAY,D,13.3077,2018-09-12
930,1975-062A,,USSR,1975-07-04,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1980-09-26,------,,,,241.0,233.0,74.05,89.24,8009,PAY,D,6.7071,1980-09-26
929,1975-061A,,USSR,1975-07-03,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-07-16,------,,,,292.0,166.0,62.81,89.08,8006,PAY,D,,1975-07-16
928,1975-060A,,USSR,1975-06-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-07-09,------,,,,280.0,190.0,62.84,89.2,7990,PAY,D,,1975-07-09
927,1975-059A,,USSR,1975-06-25,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-07-08,------,,,,302.0,167.0,62.8,89.19,7985,PAY,D,,1975-07-09
926,1975-058A,,USSR,1975-06-24,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1976-03-12,------,,,,170.0,161.0,70.98,87.79,7982,PAY,D,,1976-03-12
925,1975-056A,,USSR,1975-06-20,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1991-10-12,------,,,,148.0,137.0,81.17,87.34,7968,PAY,D,27.0826,1991-10-11
924,1975-054A,,USSR,1975-06-14,Continuation of scientific investigation of Venus and the space surrounding it and of the physical characteristics of interplanetary space.,heliocentric,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,,,,,7947,PAY,,,
923,1975-053A,,USSR,1975-06-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-06-25,------,,,,298.0,166.0,62.81,89.14,7925,PAY,D,,1975-06-25
922,1975-050A,,USSR,1975-06-08,Continuation of scientific investigation of Venus and the space surrounding it and of the physical characteristics of interplanetary space.,heliocentric,/osoindex/data/documents/us/a/aac.105inf.332.html,T,------,,------,,,,,,,,7915,PAY,,,
921,1975-049A,,USSR,1975-06-05,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1987-09-25,------,,,,1089.0,73.0,63.21,96.29,7903,PAY,D,24.9658,1987-09-25
920,1975-048A,,USSR,1975-06-03,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-06-15,------,,,,319.0,147.0,62.82,89.16,7900,PAY,D,,1975-06-15
919,1975-047A,,USSR,1975-05-30,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-06-11,------,,,,222.0,201.0,81.35,88.73,7877,PAY,D,,1975-06-11
915,1975-045F,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1529.0,1470.0,74.02,115.97,7826,PAY,,0.6792,
913,1975-045D,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1473.0,1461.0,74.02,115.26,7824,PAY,,0.6471,
911,1975-045B,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1553.0,1470.0,74.02,116.24,7822,PAY,,0.6957,
910,1975-045A,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1469.0,1404.0,74.02,114.58,7820,PAY,,0.6661,
918,1975-046A,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-06-10,------,,,,307.0,172.0,64.97,89.29,7821,PAY,D,,1975-06-10
917,1975-045H,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1472.0,1422.0,74.02,114.81,7828,PAY,,0.682,
916,1975-045G,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1509.0,1469.0,74.02,115.73,7827,PAY,,0.6676,
912,1975-045C,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1471.0,1443.0,74.02,115.03,7823,PAY,,0.6888,
914,1975-045E,,USSR,1975-05-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,,------,,,,1485.0,1470.0,74.02,115.49,7825,PAY,,0.6701,
909,1975-044A,,USSR,1975-05-24,Joint experiments with the Salyut 4 orbital scientific station.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-07-26,------,,,,363.0,340.0,51.6,91.57,7818,PAY,D,,1975-07-26
908,1975-041A,,USSR,1975-05-21,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.322.html,T,------,1975-06-02,------,,,,288.0,201.0,64.97,89.4,7810,PAY,D,,1975-06-02
D5A,1975-039A,,France,1975-05-17,Testing in space of a hydrazine catalytic decomposition micropropulsion unit. Responsible organization: Societe Europeene de Propulsion.,decayed,/osoindex/data/documents/fr/st/stsgser.e468.html,T,------,1978-01-04,Originally registered in A/AC.105/INF.337,,,,406.0,232.0,29.94,90.91,7801,PAY,D,,1978-01-04
D5B,1975-039B,,France,1975-05-17,Testing in space of the CACTUS accelerometer (ultrasensitive triaxial capacitive accelerometer sensor). Responsible organization: ONERA,decayed,/osoindex/data/documents/fr/st/stsgser.e468.html,T,------,1979-02-18,Originally registered in A/AC.105/INF.337,,,,300.0,200.0,29.93,89.5,7802,PAY,D,0.4466,1979-02-18
907,1975-036A,,USSR,1975-04-29,Operation of the long-range telephone and telegraph radio communications system; transmission of television programmes to stations in the Orbita network.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,,------,,,,38389.0,1971.0,63.86,717.9,7780,PAY,,18.1937,
906,1975-035A,,USSR,1975-04-24,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,1975-05-06,------,,,,251.0,165.0,81.32,88.66,7770,PAY,D,,1975-05-06
905,1975-034A,,USSR,1975-04-22,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,,------,,,,1003.0,970.0,82.96,104.83,7768,PAY,,1.5921,
904,1975-031A,,USSR,1975-04-18,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,1975-04-29,------,,,,320.0,199.0,72.84,89.69,7745,PAY,D,,1975-04-29
903,1975-030A,,USSR,1975-04-16,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,1975-04-28,------,,,,315.0,169.0,64.98,89.34,7742,PAY,D,,1975-04-28
902,1975-029A,,USSR,1975-04-14,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,1988-11-29,------,,,,4212.0,85.0,62.03,130.59,7738,PAY,D,30.7344,1988-11-29
901,1975-028A,,USSR,1975-04-11,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.318.html,T,------,,------,,,,988.0,951.0,83.0,104.47,7736,PAY,,3.1568,
900,1975-026A,,USSR,1975-04-08,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1976-01-06,------,,,,167.0,150.0,70.95,87.66,7730,PAY,D,,1976-01-06
899,1975-025A,,USSR,1975-04-07,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,NPS satellite. Reactor shut down 11/06/1975. Estimated duration of orbit (years): 1110,,,,942.0,851.0,65.59,102.92,7727,PAY,,2.2948,
898,1975-024A,,USSR,1975-04-02,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,NPS satellite. Reactor shut down 15/05/1975. Estimated duration of orbit (years): 1450,,,,954.0,906.0,64.72,103.62,7718,PAY,,2.5393,
897,1975-023A,,USSR,1975-04-01,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,887.0,842.0,81.2,102.24,7714,PAY,,3.8747,
895,1975-021A,,USSR,1975-03-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1975-04-09,------,,,,314.0,171.0,71.36,89.35,7709,PAY,D,,1975-04-09
896,1975-022A,,USSR,1975-03-27,Study of dynamic processes in the earth's magnetosphere and polar ionosphere and investigation of low-frequency electromagnetic waves.,decayed,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1980-09-02,------,,,,176.0,148.0,82.84,87.73,7710,PAY,D,3.1315,1980-09-02
894,1975-020A,,USSR,1975-03-26,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1975-04-07,------,,,,216.0,198.0,81.32,88.64,7705,PAY,D,,1975-04-07
893,1975-019A,,USSR,1975-03-21,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1975-04-01,------,,,,280.0,181.0,62.83,89.11,7696,PAY,D,,1975-04-03
892,1975-018A,,USSR,1975-03-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1975-03-25,------,,,,304.0,172.0,64.98,89.26,7691,PAY,D,,1975-03-25
891,1975-016H,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1490.0,1428.0,74.0,115.07,7685,PAY,,0.6621,
890,1975-016G,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1536.0,1479.0,74.0,116.14,7684,PAY,,0.684,
889,1975-016F,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1513.0,1479.0,74.0,115.9,7683,PAY,,0.6656,
888,1975-016E,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1504.0,1469.0,74.0,115.69,7682,PAY,,0.7032,
885,1975-016B,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1490.0,1411.0,74.0,114.88,7679,PAY,,0.6648,
887,1975-016D,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1490.0,1445.0,74.0,115.26,7681,PAY,,0.6792,
886,1975-016C,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1486.0,1396.0,74.0,114.68,7680,PAY,,0.6561,
884,1975-016A,,USSR,1975-02-28,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,,------,,,,1493.0,1462.0,74.0,115.47,7678,PAY,,0.7,
883,1975-015A,,USSR,1975-02-26,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.315.html,T,------,1975-03-12,------,,,,291.0,169.0,64.97,89.1,7675,PAY,D,,1975-03-12
881,1975-012A,,USSR,1975-02-12,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,,------,,,,1410.0,1367.0,69.23,113.54,7663,PAY,,2.8039,
882,1975-013A,,USSR,1975-02-12,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-02-25,------,,,,270.0,175.0,62.82,88.94,7664,PAY,D,,1975-02-25
880,1975-009A,,USSR,1975-02-06,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1985-07-04,------,,,,1442.0,68.0,63.62,99.93,7641,PAY,D,24.48,1985-08-04
879,1975-008A,,USSR,1975-02-05,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1980-09-07,------,,,,172.0,158.0,74.0,87.79,7637,PAY,D,4.7717,1980-09-07
878,1975-007A,,USSR,1975-01-30,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,,------,,,,38383.0,1944.0,64.02,717.22,7625,PAY,,11.073,
877,1975-006A,,USSR,1975-01-28,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-11-18,------,,,,210.0,175.0,70.94,88.33,7623,PAY,D,,1975-11-18
876,1975-005A,,USSR,1975-01-23,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-02-06,------,,,,336.0,167.0,72.84,89.54,7617,PAY,D,,1975-02-06
875,1975-003A,,USSR,1975-01-21,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-11-20,------,,,,217.0,149.0,81.89,88.16,7611,PAY,D,,1975-11-20
874,1975-002A,,USSR,1975-01-17,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-01-29,------,,,,305.0,202.0,71.33,89.58,7606,PAY,D,,1975-01-29
873,1975-001A,,USSR,1975-01-11,Joint experiments with the Salyut 4 orbital scientific station.,recovered,/osoindex/data/documents/ru/a/aac.105inf.311.html,T,------,1975-02-09,Date of launch is 10/01/1975 using Greenwich Mean Time (GMT),,,,348.0,335.0,51.58,91.36,7604,PAY,D,,1975-02-09
872,1974-106A,,USSR,1974-12-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1975-01-09,------,,,,340.0,170.0,71.39,89.6,7596,PAY,D,,1975-01-09
871,1974-105A,,USSR,1974-12-26,Investigation of the upper atmosphere and outer space.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,,------,,,,994.0,956.0,82.95,104.58,7593,PAY,,1.8634,
870,1974-104A,,USSR,1974-12-26,"Further testing of station design, on-board systems and equipment; conduct of scientific and technical research and experiments in outer space.",deorbited,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1977-02-02,------,,,,187.0,186.0,51.57,88.22,7591,PAY,D,,1977-02-02
869,1974-103A,,USSR,1974-12-24,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1977-10-16,------,,,,183.0,168.0,65.01,88.0,7587,PAY,D,18.1767,1977-10-16
868,1974-102A,,USSR,1974-12-21,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1988-07-07,------,,,,772.0,80.0,61.88,93.1,7583,PAY,D,25.6606,1988-07-07
867,1974-100A,,USSR,1974-12-18,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1980-12-09,------,,,,178.0,168.0,73.95,87.95,7576,PAY,D,7.0996,1980-12-09
866,1974-099A,,USSR,1974-12-17,Acquisition of meteorological information needed for use by the weather service.,in orbit,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,,------,,,,865.0,840.0,81.23,101.98,7574,PAY,,3.701,
865,1974-098A,,USSR,1974-12-13,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1974-12-25,------,,,,376.0,176.0,62.8,90.03,7571,PAY,D,,1974-12-25
864,1974-096A,,USSR,1974-12-02,Checking of the Soyuz space craft's on-board systems which had been modernized to meet the requirements of the 1975 joint flight in accordance with the programme of the Soviet-United States experiment; conduct of scientific and technical investigations.,recovered,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1974-12-08,------,,,,213.0,189.0,51.77,88.51,7561,PAY,D,,1974-12-08
863,1974-095A,,USSR,1974-11-27,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1974-12-09,------,,,,312.0,202.0,72.85,89.64,7551,PAY,D,,1974-12-09
862,1974-092A,MOLNIYA 3-1,USSR,1974-11-21,Operation of the long-range telephone and telegraph radiocommunications system; transmission of television programmes to stations in the Orbita network.,decayed,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1986-05-15,------,,,,776.0,86.0,63.22,93.19,7540,PAY,D,24.9731,1986-05-15
861,1974-091A,,USSR,1974-11-20,Investigation of the upper atmosphere and outer space.,decayed,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1975-07-15,------,,,,186.0,160.0,70.96,87.95,7538,PAY,D,,1975-07-15
860,1974-090A,,USSR,1974-11-16,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.307.html,T,------,1974-11-29,------,,,,321.0,169.0,72.82,89.41,7533,PAY,D,,1974-11-29
ESP 001,1974-089C,,Spain,1974-11-15,Verification of space technology (first Spanish technological satellite).,in orbit,/osoindex/data/documents/es/st/stsgser.e296.html,T,------,,Data supplemented in ST/SG/SER.E/305.,,,,1459.0,1441.0,102.0,114.88,7531,PAY,,0.4649,
2005/22,1974-XXXX,,China,1974-11-05,Recoverable scientific experiment satellite,recovered,/osoindex/data/documents/cn/st/stsgser.e475.html,T,,,------,,,,,,,,,,,,
859,1974-088A,,USSR,1974-11-04,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-11-16,------,,,,227.0,206.0,81.33,88.83,7509,PAY,D,,1974-11-16
858,1974-087A,,USSR,1974-11-01,Investigation of the upper atmosphere and outer space.,recovered,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1974-11-13,------,,,,284.0,191.0,62.8,89.25,7502,PAY,D,,1974-11-13
857,1974-086A,,USSR,1974-10-31,Comprehensive investigation of the earth's atmosphere and ionosphere and of micrometeorite fluxes.,decayed,/osoindex/data/documents/ru/a/aac.105inf.304.html,T,------,1975-07-11,------,,,,167.0,166.0,73.99,87.82,7500,PAY,D,,1975-07-11
